url,label,source,registered_domain
http://www.matimask_logzius.godaddysites.com/,1,local-phishing,godaddysites.com
https://fgfgij.top/,1,local-phishing,fgfgij.top
https://m.qianshouw.com.cn/?naps,1,local-phishing,qianshouw.com.cn
http://www.socacoms.com/rocl/,1,local-phishing,socacoms.com
http://web.voyrapido.com/lawse/,1,local-phishing,voyrapido.com
https://onixone.com.co/UPDATE/download.html,1,local-phishing,onixone.com.co
https://www.roblox.com.bn/games/81245647985532/upd-1-speed-keyboard-escape?privateserverlinkcode=49048271974707927539890488411623&game_id=81245647985532&game_name=upd-1-speed-keyboard-escape,1,local-phishing,roblox.com.bn
https://www.roblox.com.bi/games/106342826772104/unfreeze-an-anime?privateserverlinkcode=28405194768188635998407230900998&game_id=106342826772104&game_name=unfreeze-an-anime,1,local-phishing,roblox.com.bi
https://aplicacionesjgonzalez.cl/assets/www/,1,local-phishing,aplicacionesjgonzalez.cl
https://https-wvvw-roblox.com/users/1903963388/profile,1,local-phishing,https-wvvw-roblox.com
https://hw7393.craftum.io/,1,local-phishing,craftum.io
https://dbssg.net/,1,local-phishing,dbssg.net
https://le-registres-des-societes-francaises.fr/,1,local-phishing,le-registres-des-societes-francaises.fr
http://www.60720.xyz/,1,local-phishing,60720.xyz
https://app.dbs-jp.top/?v=1.1.5#/login,1,local-phishing,dbs-jp.top
https://urhb.in/t05pidys,1,local-phishing,urhb.in
http://zyexx.com/x411e4cbe46c5c4798594a74927w7b6d37a2.html,1,local-phishing,zyexx.com
https://tr.ee/7ajAI5,1,local-phishing,tr.ee
https://helpnetfllix.shop/home,1,local-phishing,helpnetfllix.shop
https://netflix-informaciones.com/pages/index.php,1,local-phishing,netflix-informaciones.com
https://loginservice.cloud/E.Cwy2iYA0HyCVQrs0QA?/linkedin/slink?code=afSN103785,1,local-phishing,loginservice.cloud
https://allegrolokalnie.pl-986234.lol/oferta/KuKirin-G2-MASTER-2025-2,1,local-phishing,pl-986234.lol
https://google.com,0,local-legit,google.com
https://cloudflare.com,0,local-legit,cloudflare.com
https://facebook.com,0,local-legit,facebook.com
https://gstatic.com,0,local-legit,gstatic.com
https://googleapis.com,0,local-legit,googleapis.com
https://microsoft.com,0,local-legit,microsoft.com
https://amazonaws.com,0,local-legit,amazonaws.com
https://youtube.com,0,local-legit,youtube.com
https://apple.com,0,local-legit,apple.com
https://akamai.net,0,local-legit,akamai.net
https://instagram.com,0,local-legit,instagram.com
https://mail.ru,0,local-legit,mail.ru
https://ezviz7.com,0,local-legit,ezviz7.com
https://fbcdn.net,0,local-legit,fbcdn.net
https://gtld-servers.net,0,local-legit,gtld-servers.net
https://dzen.ru,0,local-legit,dzen.ru
https://twitter.com,0,local-legit,twitter.com
https://linkedin.com,0,local-legit,linkedin.com
https://domaincontrol.com,0,local-legit,domaincontrol.com
https://googlevideo.com,0,local-legit,googlevideo.com
https://office.com,0,local-legit,office.com
https://hicloudcam.com,0,local-legit,hicloudcam.com
https://googletagmanager.com,0,local-legit,googletagmanager.com
https://live.com,0,local-legit,live.com
https://akamaiedge.net,0,local-legit,akamaiedge.net
https://amazon.com,0,local-legit,amazon.com
https://akadns.net,0,local-legit,akadns.net
https://azure.com,0,local-legit,azure.com
https://github.com,0,local-legit,github.com
https://bing.com,0,local-legit,bing.com
https://wikipedia.org,0,local-legit,wikipedia.org
https://whatsapp.net,0,local-legit,whatsapp.net
https://apple-dns.net,0,local-legit,apple-dns.net
https://googleusercontent.com,0,local-legit,googleusercontent.com
https://fastly.net,0,local-legit,fastly.net
https://appsflyersdk.com,0,local-legit,appsflyersdk.com
https://doubleclick.net,0,local-legit,doubleclick.net
https://aaplimg.com,0,local-legit,aaplimg.com
https://microsoftonline.com,0,local-legit,microsoftonline.com
https://netflix.com,0,local-legit,netflix.com
https://office.net,0,local-legit,office.net
https://trafficmanager.net,0,local-legit,trafficmanager.net
https://gandi.net,0,local-legit,gandi.net
https://sharepoint.com,0,local-legit,sharepoint.com
https://youtu.be,0,local-legit,youtu.be
https://digicert.com,0,local-legit,digicert.com
https://wordpress.org,0,local-legit,wordpress.org
https://skype.com,0,local-legit,skype.com
https://cloud.microsoft,0,local-legit,cloud.microsoft
https://goo.gl,0,local-legit,goo.gl
https://x.com,0,local-legit,x.com
https://cloudfront.net,0,local-legit,cloudfront.net
https://googledomains.com,0,local-legit,googledomains.com
https://icloud.com,0,local-legit,icloud.com
https://tiktok.com,0,local-legit,tiktok.com
https://whatsapp.com,0,local-legit,whatsapp.com
https://pinterest.com,0,local-legit,pinterest.com
https://roblox.com,0,local-legit,roblox.com
https://yahoo.com,0,local-legit,yahoo.com
https://cloudflare.net,0,local-legit,cloudflare.net
https://windowsupdate.com,0,local-legit,windowsupdate.com
https://gvt1.com,0,local-legit,gvt1.com
https://googlesyndication.com,0,local-legit,googlesyndication.com
https://spotify.com,0,local-legit,spotify.com
https://ntp.org,0,local-legit,ntp.org
https://msn.com,0,local-legit,msn.com
https://windows.net,0,local-legit,windows.net
https://pv-cdn.net,0,local-legit,pv-cdn.net
https://adobe.com,0,local-legit,adobe.com
https://myfritz.net,0,local-legit,myfritz.net
https://wa.me,0,local-legit,wa.me
https://cdninstagram.com,0,local-legit,cdninstagram.com
https://akam.net,0,local-legit,akam.net
https://nginx.org,0,local-legit,nginx.org
https://chatgpt.com,0,local-legit,chatgpt.com
https://tiktokcdn.com,0,local-legit,tiktokcdn.com
https://tiktokv.com,0,local-legit,tiktokv.com
https://zoom.us,0,local-legit,zoom.us
https://cloudflare-dns.com,0,local-legit,cloudflare-dns.com
https://edgekey.net,0,local-legit,edgekey.net
https://vimeo.com,0,local-legit,vimeo.com
https://baidu.com,0,local-legit,baidu.com
https://gvt2.com,0,local-legit,gvt2.com
https://yandex.net,0,local-legit,yandex.net
https://openai.com,0,local-legit,openai.com
